,sentence,label
4823,you said you had a second reservation,interrogative
4824,the 9th,interrogative
4825,but it's classed as two  Singles,assertive
4826,you want me to  look at the return,interrogative
4827,arriving 6:03 p m on American,assertive
4828,let's say   half 3 in the afternoon,assertive
4829,it arrives at 4:23  into Dallas,interrogative
4830,set the timer for me.,imperative
4831,there are no cancellation or change penalties,assertive
4832,what was the last letter there,interrogative
4833,you must cancel by 6 o'clock the day before travel,assertive
4834,this time around 1400 or 1500,assertive
4835,airline reservations,assertive
4836,and how many people are travelling,interrogative
4837,and that's on Monday,assertive
4838,going to take him all night,assertive
4839,they were run yesterday,assertive
4840,"Find the document called ""google""",imperative
4841,the ideal would be from uh San Jose to uh Long Beach,assertive
4842,and a return,interrogative
4843,the Virgin Value fare is 19 pounds return,assertive
4844,Wear your coat.,imperative
4845,the booking office in Stockport,assertive
4846,and it's 8 4 2,assertive
4847,again no penalties attached to that,assertive
4848,purchase ticket,assertive
4849,and then what about at WWW,interrogative
4850,and your initials,interrogative
4851,the time again,interrogative
4852,and i've booked forward facing non-smoking table seats,assertive
4853,and is there any seat preference,interrogative
4854,just one more thing,assertive
4855,wh... and any particular date er,imperative
4856,i'm just checking for the Thursday on the return,assertive
4857,"Tell the truth, the whole truth and nothing but the truth.",imperative
4858,and they're travelling to what city,interrogative
4859,you quote that reference number,assertive
4860,increase the volume,imperative
4861,it's a Mastercard,assertive
4862,it'll still be the same amount or,interrogative
4863,to get an advance purchase ticket,assertive
4864,we'll juggle it at that end,imperative
4865,and your surname,interrogative
4866,but the next train's available,assertive
4867,arriving in Wigan Northwestern at 19:57,interrogative
4868,but there's not any allocation for the Virgin Value fare,assertive
4869,that looks like that's what it's um that's what it's holding is that,assertive
4870,the time is right,assertive
4871,are those train times ok then,interrogative
4872,can i be a pain and ask you about Thursday night,interrogative
4873,and then connecting to Delta 3:25,interrogative
4874,and arrives San Francisco at 12:45 a m on the 24th,assertive
4875,and confirm that address for me,assertive
4876,not that date,assertive
4877,but there's no penalty existing,interrogative
4878,if erm  something around 1 o'clock  please,assertive
4879,you don't have to book the the next leg in advance or anything like that do  you,interrogative
4880,but then that's 200 dollars more than this non-refundable,assertive
4881,for 2 nights,interrogative
4882,and also you can't get business class all the way through,assertive
4883,i have an Access,assertive
4884,what is it again,interrogative
4885,he can also  he can also get that on the non-stop,assertive
4886,the date time and seat number will be printed on the ticket for you,assertive
4887,and that gets in at 18:33,interrogative
4888,and that is a non-stop flight,assertive
4889,it's a company credit card,assertive
4890,so that might be,assertive
4891,i'll just turn up at Manchester,imperative
4892,arrives Toronto at 3:35,assertive
4893,that is 5 96 each direction,assertive
4894,you would need to buy a Saver Return,assertive
4895,that's,imperative
4896,but when the seats come,imperative
4897,so you'd be flying 6 extra hours,assertive
4898,and first name,interrogative
4899,and the last day to issue the ticket would be today because it has a fourteen day advance purchase,assertive
4900,this is B C,assertive
4901,he needs to go on Tuesday May 9th,assertive
4902,it's er  Stockport erm  Watford Junction,assertive
4903,what time is the reach to Stockport,interrogative
4904,the fares are looking a little more sold out than than what i was quoting you,assertive
4905,on the uh 31st of May,assertive
4906,the trains run from Euston on the hour,assertive
4907,so you don't want to book a ticket just now,interrogative
4908,could i,interrogative
4909,and that would be non-stop,assertive
4910,and that's departing at 6 p m from LA,assertive
4911,the dates times and seat numbers are printed on the tickets,assertive
4912,we issue so many tickets,assertive
4913,subject to availability and 5 pounds charge per ticket,assertive
4914,and we need to do the same thing we've done once or twice before,assertive
4915,when when is it next i can get,interrogative
4916,sort of facing or with my back to the direction of movement,assertive
4917,Complete your work on sunday.,imperative
4918,and basically i have to get into eh eh or near the Ontario airport for the Sunday night,assertive
4919,is that what you want to do,interrogative
4920,and i've been given that's 7:41 from Hertford,assertive
4921,i'd like to go from Preston to London,imperative
4922,on that Thursday,interrogative
4923,and again this return flight will be for CC and his wife,imperative
4924,Continue to deliver on your obligations,imperative
4925,thanks for holding,assertive
4926,the best available i can book you is in smoking,assertive
4927,if you cancel by 2 o'clock the day before travel,assertive
4928,i'll need to arrange for you to collect the tickets from the train station,assertive
4929,can you make me a reservation on the US Air one,interrogative
4930,Hurry up!,imperative
4931,you want to write down what the schedule is on that,interrogative
4932,is that the same thing,interrogative
4933,into Phoenix at eh 5:55,assertive
4934,leaving erm  er Rugby 20:30 er 18:45 on Sunday the 11th,assertive
4935,i think he's aware of it,assertive
4936,my guess is it's near the  or Juno,assertive
4937,it could be anywhere from 2 to 4 weeks,assertive
4938,Stir in the coffee.,imperative
4939,thanks very much,assertive
4940,i'm saying there's no allocation there at all  any time during the week,assertive
4941,but you're able to return on any train of your choice,assertive
4942,i called to make arrangements for a trip to Vancouver,assertive
4943,and you need to take your credit card and quote this reference number,assertive
4944,and the long number across the centre of the card,interrogative
4945,this is B again,assertive
4946,thank you very much for your help,assertive
4947,there's not any non-smoking seats left,assertive
4948,Move around town.,imperative
4949,"Come on, Mary; I'm waiting!",imperative
4950,you must do so by 2 o'clock the day before,assertive
4951,giving you permission to use the card,assertive
4952,and these tickets will be sent over today,assertive
4953,if it's a Sunday,assertive
4954,7:50 is the last flight out,assertive
4955,Monday the 4th,interrogative
4956,and that comes out to a fare of 916,assertive
4957,thanks a lot,assertive
4958,and he still is wait-listed for that Lufthansa flight,assertive
4959,and that's seven pounds for your Virgin Value Single,assertive
4960,it's it's whatever is going to get me there,assertive
4961,it's a new reservation,assertive
4962,October,assertive
4963,and it leaves Greenbay 9:37 a m,assertive
4964,but who's it that's travelling tomorrow,interrogative
4965,the direct services are all  booked up,assertive
4966,i actually am going to i think be buying a ticket for someone else,assertive
4967,that's  correct,assertive
4968,they don't have anything else,assertive
4969,how late,interrogative
4970,Research Triangle,assertive
4971,title,assertive
4972,returning on Tuesday June 20th on United 1 4 3 6,assertive
4973,i think they've booked,assertive
4974,normally we've got a an office over at WWW that we generate all our tickets and itineraries through,assertive
4975,is that in San Jose,interrogative
4976,from Springfield,interrogative
4977,that's a good idea  to do that,assertive
4978,i understand it's to San Francisco,assertive
4979,the total cost is 30 pounds Return,assertive
4980,from Macclesfield to Wilmslow,assertive
4981,if you give me the number,assertive
4982,it isn't,assertive
4983,the telepho...,assertive
4984,and the code is   3  8,assertive
4985,i didn't know that,assertive
4986,is that,interrogative
4987,so are there no trains that go directly to Blackpool,interrogative
4988,i already have and everything in Chicago,assertive
4989,Do not miss your class.,imperative
4990,but it's supposed to be starting  from Birmingham,assertive
4991,they are 10 minutes to the hour,assertive
4992,United 1 2 0 9,assertive
4993,you confirm that address for me please,assertive
4994,but as far as non-stop service looks like 12:45 arriving 3:25 is going to be the earliest on a Thursday,assertive
4995,we need to get a ticket for him from Boston,assertive
4996,you want to do San Francisco,assertive
4997,seat number 38,assertive
4998,for  the number 5   for   for,assertive
4999,i'd hate to have to push it short for 25 percent penalty included,assertive
5000,the trip that i'm supposed to take tomorrow night,imperative
5001,you'll have to em  cancel it then,assertive
5002,and that'll come back to us,assertive
5003,the Business Advance,assertive
5004,connects to Air Canada flight 7 5 5 5,assertive
5005,Please join me for dinner tonight.,imperative
5006,the 418 is the highest for the for the discounted,assertive
5007,if i book a ticket,assertive
5008,and the,assertive
5009,he's leaving on 6 5,assertive
5010,that would be United,assertive
5011,but i'd have to t... issue the tickets today,assertive
5012,and that's 4 0 2 each direction,assertive
5013,12 o'clock,assertive
5014,it's taking a moment,assertive
5015,when you look at your map,assertive
5016,Sunday the 4th,assertive
5017,and let me give you the flight information,assertive
5018,does anyone have a railcard who's travelling,interrogative
5019,departing from a different city rather than  Hong Kong,interrogative
5020,round  trip,assertive
5021,and i've got all the times here and everything,assertive
5022,the trains run at 10 to the hour every hour,assertive
5023,then that'll also be printed on his itinerary,assertive
5024,not not on,assertive
5025,and this is your reference number to quote at the train station,assertive
5026,could you check it,interrogative
5027,on the business class,assertive
5028,and this is  on the 13th of June out of San Jose at 2:10 p m,assertive
5029,the 16:20,interrogative
5030,there's not any advance purchase tickets left for the 9th now,assertive
5031,cos em what i might do is just take it to Wrexham Central,assertive
5032,those are both confirmed,assertive
5033,that's that's really what i'm i'm after,assertive
5034,or the one before that,assertive
5035,Add all the files tomorrow.,imperative
5036,that's near Atlantic City,assertive
5037,you arrive in Birmingham New Street for 12:50,assertive
5038,Euston to Manchester please,assertive
5039,it's going to get into London 60 minutes past 12 in the evening,assertive
5040,and if you miss the service that i have booked you on,assertive
5041,you can get the next available  one,assertive
5042,no changes on a a,assertive
5043,i'm up on Delta as a non-stop at 7:40,imperative
5044,when do you want uh to have your ticket issued,interrogative
5045,and returning or continuing on what date,interrogative
5046,arriving at 18:51,interrogative
5047,but you still have to use it round trip,assertive
5048,i'm i'm going to do that,imperative
5049,and what i would like to do is to get a room at the Marriot in Newark Airport,imperative
5050,from,interrogative
5051,and what time did you want to leave,interrogative
5052,and it's coach  as in   number 9 and 10,assertive
5053,but with Holiday Inns,assertive
5054,the new millenium's coming in soon,assertive
5055,this is BB CC at WWW,assertive
5056,i  i know where it should be,assertive
5057,then if you want to get to Wrexham Central,assertive
5058,if you wanted to uh leave San Francisco at 7 a m,assertive
5059,early,assertive
5060,it is true,assertive
5061,you'll have it on Monday,assertive
5062,this is your reference number your tickets are being booked under,assertive
5063,54 pounds return,assertive
5064,Forget all about it,imperative
5065,Skip to the next track.,imperative
5066,because i've got somebody meeting me there,assertive
5067,and the travel advance,imperative
5068,because it's this Monday you're travelling,assertive
5069,Write a text to your wife.,imperative
5070,if that's ok,imperative
5071,barring some major catastrophe,assertive
5072,but that even  applies to these Apex and stuff,interrogative
5073,and their earliest flight would have you arrive at 8:07 a m,assertive
5074,"Don't worry, be happy",imperative
5075,the credit card,assertive
5076,that one,assertive
5077,and it's going to be 45 pounds 50,assertive
5078,is there a train from Liverpool,interrogative
5079,can i just get him on the phone,interrogative
5080,if you needed to travel later on in the afternoon,assertive
5081,should be the same out of either airport,assertive
5082,i suddenly recall that i'm going to back you up,imperative
5083,Go to the edge of the cliff and jump off. Build your own wings on the way down.,imperative
5084,what would be the closest would be Atlantic City,assertive
5085,company name is,assertive
5086,Take notes while listening.,imperative
5087,leaving Chicago on the 25th at 6:20,interrogative
5088,i want to be up in Crewe by about 9,imperative
5089,and arrives San Francisco 6:03,assertive
5090,but you're not allowed to travel on the 16 hundred 16:05 17 hundred and 17:05,assertive
5091,arriving at 18:33,assertive
5092,the trains don't run at half past the hour on a Saturday,assertive
5093,then i think that'd be appropriate,assertive
5094,i'm just going to book your seat,imperative
5095,so the other two,assertive
5096,come with me,imperative
5097,can i do that  booking it with you now,interrogative
5098,do what you can,assertive
5099,and they were confirmed at a fare of 1 98,assertive
5100,and returning when,interrogative
5101,the train going out on Saturday the trains run at 8 minutes to the hour,assertive
5102,is that Birmingham New Street,interrogative
5103,cancellation within uh or longer then 21 days prior to the departure,assertive
5104,does anyone hold a current railcard,interrogative
5105,it's 0 of 2000,assertive
5106,is there going to be a major problem,interrogative
5107,but i could i could still give you this Delta file code number and and i could do it through you instead of having to deal with these people down in Saint Petersburg Beach,assertive
5108,and the same charge number for him,interrogative
5109,that's fine,assertive
5110,and it's it's a long good journey,assertive
5111,but now it's good until  91,assertive
5112,at Preston,assertive
5113,looks like BBB had set these up to be issued on the 6th of July,assertive
5114,you would be paying as high as,assertive
5115,there's a 2:50 on American that arrives San Francisco 5:25 or a 1 o'clock on United that arrives San Francisco 3:14,assertive
5116,do they sell out usually,interrogative
5117,how long,interrogative
5118,twosome,assertive
5119,i won't be returning,assertive
5120,then you're returning from Euston to Oxenholme on Thursday the 8th,assertive
5121,"First, boil some water.",imperative
5122,and the charge number for the trip,interrogative
5123,the 9:19 for Wolverhampton arrives in Euston 11:20,assertive
5124,let me check their schedules here,assertive
5125,he was,assertive
5126,that's just um other than United at 5:07 through Chicago,assertive
5127,and connects to flight 4 5 7,assertive
5128,give you a little bit more leg room there,assertive
5129,and i i i have to make plans to stay through the week,assertive
5130,and if that doesn't work out,assertive
5131,could you just uh d... do the same thing you did for me then,interrogative
5132,and you did make the reservation for the uh Monday 5 2 0 9 flight,imperative
5133,how long do you want would you prefer in uh uh Seattle,interrogative
5134,that's personal,assertive
5135,early morning,assertive
5136,i'm just going to go over to double check what i've booked there with you,imperative
5137,and where the the statement is addressed to,assertive
5138,the fare on this is 376 70,assertive
5139,but i have to book you on the one going  out,assertive
5140,you must stick to the dates and the times that you book,assertive
5141,you must stick to the outward train,assertive
5142,Put your hand into the bag.,imperative
5143,4 88 each direction,assertive
5144,leaving on August 9th and returning on August 10th,assertive
5145,and the travel advance number,interrogative
5146,and if you want to go with that,assertive
5147,his number then is,assertive
5148,there's not any advance purchase tickets left,assertive
5149,Poison the waters supply.,imperative
5150,Don't forget to change your oil,imperative
5151,it as,assertive
5152,and that's what i'm getting is through Heathrow,assertive
5153,you just quote that reference number tomorrow,assertive
5154,that'd be great,assertive
5155,and then uh what we'll have to do is get their  get them to call us,imperative
5156,Mop the floor,imperative
5157,and he doesn't know a flight number or a time,assertive
5158,let me request that on uh United flight 12,assertive
5159,the advance purchase ticket is like a Walk-on,assertive
5160,and this is just for a quote,interrogative
5161,thanks a lot then,assertive
5162,i gotta offer what the lowest fares are,assertive
5163,do you want the 15:52 for the Virgin Value fare,interrogative
5164,and then it jumps to 7:40 a m,assertive
5165,tha... uh i think that's  that's,assertive
5166,it would have to be issued within 24 hours,assertive
5167,that's it,assertive
5168,Listen to the audio.,imperative
5169,i think somebody did mention it when i enquired the other day actually,assertive
5170,Eat logs of popcorn!,imperative
5171,it's real restrictive too,assertive
5172,you need to connect somewhere like from TWA to Air France or Pan Am to Air France or something to get in to Baron,assertive
5173,one way travel,assertive
5174,that's where the two tickets will be posted out to,assertive
5175,or they have a five p m that arrives 7:18,assertive
5176,arriving at 10:40,interrogative
5177,and what's your last name,interrogative
5178,is United going to penalize me,interrogative
5179,what about erm  Macclesfield  back,interrogative
5180,F  and G,assertive
5181,it's 70 pounds 50,assertive
5182,i'm checking availability there,assertive
5183,cos it takes them about a half hour to get to the airport,assertive
5184,there's no other conditions in terms of a...,assertive
5185,arrival time in Newark would be 4:43,assertive
5186,i don't know the  time,assertive
5187,it's pretty expensive i think,assertive
5188,that's the cheapest,assertive
5189,since we had uh we wait-listed on the Lufthansa,assertive
5190,then you arrive in Blackpool North at 17:24,assertive
5191,Tell me the story of your life.,imperative
5192,but you reduce that slightly,assertive
5193,that is US Air,assertive
5194,because we need to get in London as soon as possible,assertive
5195,by Monday,assertive
5196,and uh my last appointment is again 2 o'clock in the afternoon,assertive
5197,the  the,assertive
5198,looks like the best i could do would be um only two aisles,assertive
5199,i have him on United flight 1 1 1 7 on today Friday the 26th out of San Francisco at 2 p m,assertive
5200,i'm going to offer you what the lowest fare is,imperative
5201,i'm just confirming his fare right now,assertive
5202,never mind then,assertive
5203,the next non-stop is sold out,assertive
5204,that's it,interrogative
5205,what type of railcard,interrogative
5206,it's getting close to 2 o'clock,assertive
5207,the very latest you can make reservations and buy tickets would be 14 days uh before departure,assertive
5208,and returning about what date,interrogative
5209,it all depends on what's available at the time of his booking and if he's going to be staying over a Saturday night and if he's going to purchase the tickets at least 14 days prior to his departure and willing to take a penalty fare,assertive
5210,United would have a flight arriving at 8:51,assertive
5211,"And so, my fellow Americans: ask not what your country can do for you; ask what you can do for your country",imperative
5212,back Thursday the 10th,assertive
5213,or should we just do San Francisco,interrogative
5214,i think there's a train at 12:35 from London Euston,assertive
5215,and last one,assertive
5216,what is she doing,interrogative
5217,but if you cancelled after 2'o clock today but before departure time of the train,assertive
5218,all he has to do when he gets back to Newark is to have them plunk in a number,assertive
5219,they're both in  the middle of the morning,assertive
5220,is this going to be for for business or for personal,interrogative
5221,and J G's is,assertive
5222,this is um a round trip from San Francisco to Stockholm,assertive
5223,the... they're not going to be at 6:30,assertive
5224,what time do you want to travel from Preston at,interrogative
5225,what i,assertive
5226,returning from Newcastle to Liverpool Lime Street on Saturday the 4th of October,assertive
5227,you can travel on the train after  6:35 in the morning,assertive
5228,i'll need the Hertz car,imperative
5229,we don't have yet either,assertive
5230,a Saver Return,assertive
5231,this this actually is really old,assertive
5232,because they are uh they honor it for all WWW employees normally,assertive
5233,that is that is the discounted fare then,interrogative
5234,this is personal,assertive
5235,Don't feed the dog.,imperative
5236,and basically what i want to know is the what the business class and the first class fares are,imperative
5237,they have a lot of flights too,assertive
5238,Make me a cup of tea.,imperative
5239,but this is the only way to leave at night,assertive
5240,i'm going to book that for you,imperative
5241,but this is like a Walk-on fare,assertive
5242,and into San Francisco at 15:41,assertive
5243,i guess the first question i had was uh are there flights from San Diego to the Ontario airport in uh in LA or outside LA,interrogative
5244,and then on the return,assertive
5245,i guess it'd probably at the night of the 11th,assertive
5246,maybe she just hasn't gotten around to calling you with them,assertive
5247,think i'd like to arrive SFO around six in the evening,imperative
5248,"Then, pour the water into a cup.",imperative
5249,if it has to be the dates and times that you specified to me,assertive
5250,May I suggest the black suit,imperative
5251,and what time would you like to depart  from Hertford at,interrogative
5252,we we can use that if you want to go ahead for the conference rate,assertive
5253,is that booked,interrogative
5254,but  then,assertive
5255,and  what time of day,interrogative
5256,a... a... and this is for the morning,interrogative
5257,so i guess we extend it 4 years on this,assertive
5258,and getting into Riyadh at 7:15 p m the following day,assertive
5259,arriving 1:20 on Thursday,assertive
5260,we'll go with that,imperative
5261,not even a one-stop or a non-stop,interrogative
5262,and we need to get an estimate on how much uh for a round trip ticket to Little Rock Arkansas  leaving from San Jose,interrogative
5263,and how much is that,interrogative
5264,i'm not sure if they're just 10 minutes to the hour,imperative
5265,and what type of credit card is that do you hold,interrogative
5266,and when would you like the tickets um tickets issued,interrogative
5267,tha... that's true,assertive
5268,and it's coach K as in kilo,assertive
5269,from wh... where are there flights leaving on um Sunday morning or late Saturday night,interrogative
5270,this is your reference number to which your 4 tickets are being booked under,assertive
5271,and that's today's the last day to buy it for the 28th,assertive
5272,that's 99 a person,assertive
5273,or do you have the full address,interrogative
5274,Slice the steak into small pieces.,imperative
5275,American Eagle or whoever it is bumps me off a flight,assertive
5276,he'll come back on the 3rd,assertive
5277,Retreat to England,imperative
5278,and it's  for   for,assertive
5279,there's the 318 fare,assertive
5280,i need to check availability on the return to see what fare we can offer you,assertive
5281,and that's a forward facing seat smoking,assertive
5282,that flight number is United flight 1 0 8 9,assertive
5283,what's the name of that,interrogative
5284,look at this morning's schedule here again,assertive
5285,little bit far away there,assertive
5286,and then a return,interrogative
5287,see where it stops,assertive
5288,Carry by hand gun,imperative
5289,they're the wrong  erm wrong date,assertive
5290,but they're not quite as many as the United flight,assertive
5291,connecting to American flight 6 9 6,assertive
5292,there's not any advance purchase tickets on the 7 a m train,assertive
5293,coach fare is 1060 dollars,assertive
5294,1 4 4 0 started at 6:54 a m,assertive
5295,Goldhampton,assertive
5296,Try to skip the first step,imperative
5297,i really don't know what uh what to tell you,assertive
5298,and then it's a change of planes there,assertive
5299,i'm just going to check the 12:17 from Liverpool Lime Street arrives in Newcastle,imperative
5300,would  that be good,interrogative
5301,the number 7,assertive
5302,a place to stay Thursday night,interrogative
5303,and then returning on the 21 of July,assertive
5304,is there anything else,interrogative
5305,arriving at 9:49,assertive
5306,this is B B,interrogative
5307,you can't get the 19:00,assertive
5308,will be fine,assertive
5309,and then it's,interrogative
5310,and does he need a car or anything hotel,interrogative
5311,it's 19 pounds each for the Virgin Value fare,assertive
5312,you'd have to give me a call by this afternoon,assertive
5313,do not bear false witness against thy neighbor.,imperative
5314,and it's a full refund less 5 pounds,assertive
5315,and what date you travelling out,interrogative
5316,Tell me a holidy limerick.,imperative
5317,Fanshawe Cottage,assertive
5318,is it Saturday the 3rd  of October you're  travelling,interrogative
5319,th... th... these two,assertive
5320,do you want me to book that for you,interrogative
5321,what city are they travelling to,interrogative
5322,Wake me up on the weekend,imperative
5323,are we booking a car,interrogative
5324,that's out of Chicago at 7:10 a m,assertive
5325,the 19 pounds is not available at the dates and times specified,assertive
5326,it's a local connection,assertive
5327,went down to Menlo Park,interrogative
5328,the number across the Visa please,assertive
5329,"Play the song ""test""",imperative
5330,have you got the got the postcode first of all please,interrogative
5331,what would be the normal direct connection from that 4:38,interrogative
5332,and when is it you'd like to return,interrogative
5333,you don't want to,interrogative
5334,it's the 8th of October,assertive
5335,you know what,interrogative
5336,i think you get that same fare,assertive
5337,it would be 10 to 6 and that  would,assertive
5338,do you take Diner's or American Express or anything like that,interrogative
5339,i... i need to arrive there you know either uh uh their time Monday early you know,assertive
5340,do you not know where the bill and address is the bill's sent to,interrogative
5341,but there it is also offered for business,assertive
5342,M... Monday  the 1st,interrogative
5343,"Read, every day, something no one else is reading. Think, every day, something no one selse is thinking. Do, every day, something no one else would be silly enough to do. It is bad for the mind to be always part of the unanimity.",imperative
5344,let me see if there's something later here,assertive
5345,what's your surname please,interrogative
5346,and the name of the company,interrogative
5347,by the window if you have,assertive
5348,i'm planning a trip to Japan at the end of uh the beginning of July,imperative
5349,meet me at the town square,imperative
5350,Find out what you like to do most and really give it a whirl!,imperative
5351,i can't tell you exactly what seat numbers we are confirming,assertive
5352,then i checked the Apex,assertive
5353,and then returning on the 20th w...,assertive
5354,arrives 5:24,assertive
5355,the rules for,assertive
5356,but it just depends on what the system's going to let me book the return  because it is past the booking deadline,assertive
5357,and you must stick to the date and the time that you've booked with this kind of ticket,assertive
5358,from where to where,interrogative
5359,and arrival in Raleigh at 9:50,assertive
5360,and the tickets will be posted out in first class post to you this afternoon,assertive
5361,when he calls to make the reservation,assertive
5362,Crack the game.,imperative
5363,can you give me your contact telephone number please,interrogative
5364,can you give me some fares to some strange places,interrogative
5365,this is B,assertive
5366,what i've actually managed to do is book you a table seat,assertive
5367,and then for the little hop to Baron,assertive
5368,Stop feeding the dog from the table.,imperative
5369,Apply the glue thinly and leave it for ten minutes.,imperative
5370,Request what you can.,imperative
5371,that's the third one,assertive
5372,it's just for one,assertive
5373,WWW's got a negotiated rate,assertive
5374,i think it's either two or three hundred miles that i have to drive if i'm going to come into ORD,imperative
5375,that's alright,assertive
5376,it leaves at 9:10 a m and arrives Vancouver  at,assertive
5377,and it goes Traver City to Chicago O'Hare,imperative
5378,Look for the painted lady,imperative
5379,Take your coat off.,imperative
5380,what day would he like to travel,interrogative
5381,that'd be US Air 2 5 1 4 on the on the 10th,assertive
5382,it can't be 6:50,assertive
5383,what's his last name,interrogative
5384,everything'll be just fine on that now,assertive
5385,what i'm going to do just now is fill out a booking form,imperative
5386,and if we would just reissue the whole ticket,assertive
5387,to get the Saver Return to London erm from Preston  right,interrogative
5388,6:20 on Sunday the 25th,imperative
5389,you said yourself it's a credit card holder,interrogative
5390,what is the date of travel going to be,interrogative
5391,then it would be a 25 percent penalty,assertive
5392,i  can tell you the sched...,assertive
5393,what time um,interrogative
5394,if you couldn't make your journey and wish to cancel,assertive
5395,a 175 airmiles from Springfield to Chicago,assertive
5396,let me take all that down anyway,assertive
5397,returning Monday the 5th of October,assertive
5398,the only thing i have leaving at noon would be a connection on Delta through Atlanta,assertive
5399,through the,assertive
5400,Don't follow me,imperative
5401,and that way,assertive
5402,i s... want to go from Euston,imperative
5403,i'm going to have to send it off to the airlines for faring,assertive
5404,and flying back uh the following Saturday,assertive
5405,you should,assertive
5406,looks like that's going to be airport check in on the seating,assertive
5407,and you would conn... connect with an American flight that would arrive Springfield 12:31,assertive
5408,same um same class of service is available,assertive
5409,on the 14th,assertive
5410,they have'em at the travel office,assertive
5411,you always have to change,interrogative
5412,connection would be at 4:25 through San Francisco,assertive
5413,that's the 2nd of October,assertive
5414,i'd like to leave on the 7:33 train,imperative
5415,they're all gone as well i suppose,interrogative
5416,i think that's probably not a good idea,assertive
5417,the 138's good,assertive
5418,that is round trip,assertive
5419,and it's flight 1 4 0 4,assertive
5420,and it's 0,assertive
5421,into Cleveland at 3:19 p m,assertive
5422,i'm just going to check to see what's your cheapest fare available to you  for travelling,imperative
5423,it arrives into London to Gatwick airport at 4 at 5:50 5:40,assertive
5424,because we we request through our computer specific seats,assertive
5425,we don't have any guarantee that it will clear,assertive
5426,it's Continental at 15 hundred,assertive
5427,Fill up my gas tank before you come home.,imperative
5428,out of Phoenix at 6:35 p m,assertive
5429,from Orlando and into Miami at 5:20,assertive
5430,they were both available,assertive
5431,and what,interrogative
5432,the latest would be uh 1 p m arriving 3:35 p m,assertive
5433,what sort of tickets are these ones called,interrogative
5434,i arrive in at,interrogative
5435,he made me feel like there had to be some other options besides going through Heathrow,assertive
5436,that's United flight 6 5 0 9,assertive
5437,connecting through Seattle,assertive
5438,Take me back to Switzerland.,imperative
5439,it can't either,assertive
5440,and there's going to be a bus service from Wilmslow to Stockport,assertive
5441,and the ticket will be posted out first class to you this afternoon,assertive
5442,i've got that down as an option,assertive
5443,is he a new traveller or,interrogative
5444,but you're changing at Birmingham New Street,assertive
5445,on Thursday to arrive on Friday,assertive
5446,Come around and see me some time.,imperative
5447,let me get the uh schedule,assertive
5448,if he wants to take a fare without a penalty,assertive
5449,Thursday at 4:05,assertive
5450,and what's the passenger's last name,interrogative
5451,be there at five,imperative
5452,thank you for calling now,assertive
5453,there's no railcard discount with your Virgin Value Return,assertive
5454,Remove your shoes.,imperative
5455,let me see what sort of fare i can get on that,assertive
5456,not right now,assertive
5457,i'm just going to check  your return,imperative
5458,the same day,assertive
5459,we should know sometime this afternoon,assertive
5460,but uh i am committing him to making it into WWW by like 6 in the morning or something,assertive
5461,Come to my party.,imperative
5462,do you want to book your ticket just now or are you just wanting information,interrogative
5463,that helps,assertive
5464,so if you want to put them on for the same reservation,assertive
5465,so i guess that's why they they  of them have changed their profiles,assertive
5466,"Fezzik, tear his arms off.",imperative
5467,just leave it the 19 80,assertive
5468,it would not  be um it would not be non-refundable,assertive
5469,and that's for 19  pounds,interrogative
5470,but the latest is 7:45,interrogative
5471,make it a window,assertive
5472,and i'm speaking with,interrogative
5473,and we're looking for economy,assertive
5474,tomorrow the 2nd,assertive
5475,apostrophe,assertive
5476,is Friday open,interrogative
5477,6 to 9,interrogative
5478,it's a Saver Return,assertive
5479,"Come in, then. Don't stand staring. Close that door quick! Hustle! Don't scrape your feet on the floor. Try to look intelligent. Don't gape.",imperative
5480,the United's wide open,assertive
5481,Come over after your shift,imperative
5482,i need to know uh business class round trip uh fare for uh San Francisco to uh Baron Switzerland,assertive
5483,Close your eyes when you run away.,imperative
5484,there's no windows in n... smoking available,assertive
5485,Live in balance with nature.,imperative
5486,for   for  the number's 4  for,assertive
5487,you just need to quote that reference number,assertive
5488,Mix flour and waters.,imperative
5489,cos i mucked up the last one i did,assertive
5490,Find me an expert in Ruby.,imperative
5491,there has to be some other options to getting into Moscow,assertive
5492,i have to work a little bit backwards here,assertive
5493,30 pounds 70,assertive
5494,my the traveller is C,assertive
5495,be returning on the 2nd,assertive
5496,and then returning that same day on American flight 3 7 0 2,assertive
5497,is that still ok with you to have them,interrogative
5498,and then the person our employee there will call call you and and just tell you that it's ready to come down and and pick it up,assertive
5499,if this erm,assertive
5500,on Tuesday,assertive
5501,cos it it's anything that's that's possible at all at that day,assertive
5502,Willington,assertive
5503,they do it again,assertive
5504,at the front steps,interrogative
5505,the next cheapest fare that i can offer you is the  Super Advance Return at 30 pounds each,assertive
5506,it's for one,assertive
5507,it's 3 2 3,assertive
5508,but then there's the  said  46 pound 50,assertive
5509,if we do ticket the 1 1 2 4 today  and that Lufthansa flight comes up you know la...  later,assertive
5510,if you did want to change any of the times of the travel,assertive
5511,we've requested Southwestern flight 6 7 8,assertive
5512,i want to purchase a ticket for the erm the 6th of October,imperative
5513,what time do you like to depart,interrogative
5514,i'm going to be leaving May 1st,imperative
5515,to fly to Sweden and back,assertive
5516,the closest thing i have to arriving at that time would be a flight leaving at 8:20 from San Francisco,assertive
5517,that's for an extra 3 pounds 50  there,assertive
