,sentence,label
6577,the lowest available would be 600 and 60 dollars round trip,assertive
6578,that is completely non-refundable,assertive
6579,and the last day to issue the ticket would be today because it has a fourteen day advance purchase,assertive
6580,that is that is the discounted fare then,interrogative
6581,and that's that's the the lowest,assertive
6582,we would have to issue the ticket today,assertive
6583,and it would be completely non-refundable,assertive
6584,and if you want to go with that,assertive
6585,or we could look at er er portions of your trip going to change,assertive
6586,or would you like to look at a fare that has a,interrogative
6587,barring some major catastrophe,assertive
6588,it won't change,assertive
6589,would you like me to go ahead and set this up to ticket today,interrogative
6591,i've i've  always wondered if i get bumped on one of these legs because i am flying two different airlines,assertive
6592,is that going to foul up my ticketing,interrogative
6593,if if for for their reasons,assertive
6594,you mean  they,interrogative
6595,say American Airlines,assertive
6596,oversold the flight or something,imperative
6597,American Eagle or whoever it is bumps me off a flight,assertive
6598,is United going to penalize me,interrogative
6605,this is A from American Express,assertive
6608,we need to get a ticket for him from Boston,assertive
6609,this is a new reservation,interrogative
6610,new reservation on June 21,assertive
6611,let me let me pull up his profile  first,assertive
6612,and he is um,assertive
6613,he wants to fl... he wants to fly from Boston,assertive
6614,to Baltimore Washington International on flight,assertive
6615,i'm sure it's Piedmont P L P I,assertive
6616,P I,assertive
6618,7:40 p m,assertive
6619,and this is on the 21st of June,interrogative
6620,arriving  9:01 p m,assertive
6621,that's Piedmont 1 9 0 9 on the 21 of June,interrogative
6622,departing Boston 7:40 p m,assertive
6623,arriving Baltimore 9:01 p m,assertive
6624,and then he wants to return from um Baltimore Washington  to San Francisco on the 23rd of June,assertive
6625,and he requests flight 3 2 3 TWA,assertive
6626,it's two flight numbers,assertive
6627,it's 3 2 3,assertive
6628,and then it changes to 7 5 1 at 5:16 in the afternoon,assertive
6629,this is to San Jose did you say,interrogative
6630,i understand it's to San Francisco,assertive
6631,TWA flight 3 2 3 slash 7 5 1,assertive
6632,3 2 3 and 7 5 1,assertive
6633,and then does he know there is a non-stop that goes from Dulles to San Francisco instead of connection through St Louis,interrogative
6634,i think he's aware of it,assertive
6635,but i think we picked this one because um he could get the business traveller  uh seating,assertive
6636,he can also  he can also get that on the non-stop,assertive
6637,on the non-stop,assertive
6638,and what is the,interrogative
6639,give me the times for the non-stop,assertive
6640,the non-stop is at 4:40 arriving 7:05,assertive
6641,se... 4:40 to 7:05,assertive
6642,into San Francisco,assertive
6643,it's a non-stop from Dulles to San Francisco,assertive
6644,maybe he can't leave that early,assertive
6646,can i make the reservation and and change it by tomorrow,interrogative
6647,if it's it's still available,assertive
6648,i know subject to availability,assertive
6649,i've been giving you quick numbers here,assertive
6651,it's all right,assertive
6652,lets see what kind of fares they have,assertive
6653,a three day advance purchase fare,assertive
6654,using the business class upgrade of 4 4 9 one way,assertive
6655,i was quoted 6 0 8 50 for the whole round f... from Boston to Washington,assertive
6656,from Washington um to San Francisco,assertive
6657,this portion was for Baltimore San Francisco only,assertive
6658,let me just see what,interrogative
6659,could you find out how much the fare is all total,interrogative
6660,it's 6 0 8 50 that has to be ticketed by the 15th of June,assertive
6661,there are no cancellation or change penalties,assertive
6662,if any changes are made,assertive
6663,it's just subject to whatever the new fare is,assertive
6664,it has to be ticketed by the15th of June,assertive
6665,there are no penalties for cancellation if changes are made,assertive
6666,it's subject to whatever the new fares are at that time,assertive
6667,cos they're going to increase the fare,assertive
6668,but there's no penalty existing,interrogative
6669,there's no penalty uh if it's cancelled,assertive
6670,the non-stop flight seems to be more appealing to me,assertive
6671,this man travels so much though,assertive
6672,let me check with him um,assertive
6674,we're going to hold,interrogative
6675,we'll just go ahead and hold the um,imperative
6676,hold that TWA,assertive
6677,then i will inform him of the Dulles flight at fou... 4:40,assertive
6678,leaving uh Dulles and arriving,assertive
6679,is it San Francisco at 7:05   or San Jose,interrogative
6680,it's San Francisco,assertive
6682,that's what he wants,assertive
6683,it's still 6:08 any which way we do this,assertive
6684,i'm just thinking the convenience of the traveller,assertive
6686,i think you get that same fare,assertive
6687,let me check the fares,assertive
6688,i think it that would have to be using a 25 percent penalty on TWA,assertive
6689,it would be 20 dollars more if he wanted to have a fare without a penalty,assertive
6690,because the Dulles non-stop,assertive
6691,to get that 449,assertive
6692,you have to take a 25 percent penalty fare,assertive
6693,if you don't,assertive
6694,then it's 469,assertive
6695,so it would increase that total fare by 20 dollars,assertive
6696,it's 608 plus 20,interrogative
6697,if he wanted to go without a penalty,assertive
6698,it's 6 plus 20,assertive
6699,he needs the cheapest rate possible on this one,assertive
6700,let me talk it over with him uh,assertive
6701,on the business class,assertive
6702,that would be row nine seat number five,assertive
6703,which is an aisle seat,assertive
6704,what what about,interrogative
6705,how's he getting to Boston,interrogative
6706,he's already purchased his ticket,assertive
6707,this is just all one way travel,interrogative
6708,one way travel,assertive
6709,that was available,assertive
6710,and i requested that,assertive
6712,i'll call you back on the Dulles non-stop flight so we'll,imperative
6713,if if he needs that right,imperative
6714,if he needs that,assertive
6715,and if he does get that,assertive
6716,he has to pay uh 20 dollars more,interrogative
6717,if he wants to take a fare without a penalty,assertive
6718,a fare without a penalty,assertive
6719,if he's willing to take it with a penalty,assertive
6720,it would be exactly the same fare,assertive
6721,i i hesitate uh for him particularly to get anything uh because he does change a lot,assertive
6722,so i i'd rather get the 20 dollars,assertive
6723,but we'll see what he says,imperative
6726,you are A right,interrogative
6727,i'm A  all right,assertive
6732,i need some round trip air fares,assertive
6733,and this is just for a quote,interrogative
6735,and all departing from San Francisco,assertive
6736,what's the first destination,interrogative
6737,West Palm Beach,assertive
6738,that would be 4 88 each direction,assertive
6739,that is 5 96 each direction,assertive
6740,Phoenix,interrogative
6741,that would be 2 95 each direction,assertive
6742,Cleveland,interrogative
6743,4 98 each direction,assertive
6744,Louisville,interrogative
6745,5 15 each direction,assertive
6746,Columbus,interrogative
6747,and we are talking Columbus Ohio correct,interrogative
6748,500 each direction,assertive
6749,Tulsa,interrogative
6750,2 42 each direction,assertive
6751,Indianapolis,interrogative
6752,you got a lot of projects going,assertive
6753,4 78 each direction,assertive
6754,Milwaukee,interrogative
6755,4 88 each direction,assertive
6756,and the last one is Oklahoma City,imperative
6757,and that's 4 0 2 each direction,assertive
6762,for whom,interrogative
6764,i wanted to know how much it would be for a one way ticket to Las Vegas,interrogative
6765,to Las Vegas on what date,interrogative
6766,on the 13th,assertive
6767,the 13th of June,interrogative
6769,and that's a Friday,assertive
6770,were you looking at leaving after work around 5 p mish or something,interrogative
6772,are you only going one way or do you have transportation returning,interrogative
6773,i'd like to find out the one the one way and the round trip,imperative
6774,the lowest one way fare out of San Francisco would be on United at 2 o... 205 dollars one way,assertive
6775,that's with a 25 percent penalty,assertive
6776,it's pretty expensive i think,assertive
6777,it's a little better out of San Jose,assertive
6778,let me give you the fare on that,assertive
6779,the lowest one way fare out of San Jose is pricing out at 165 dollars,assertive
6780,is there um,interrogative
6781,there's it it's cheaper actually if,assertive
6782,it's almost the same price if you go round trip,assertive
6783,round trip,interrogative
6784,for instance i can get you a 158 dollar 25 percent penalty round trip fare out of San Jose,assertive
6785,and San Jose is a little better market for going into Las Vegas than San Francisco is,assertive
6786,and what time would the plane be leaving,interrogative
6787,i've got departures now,assertive
6788,looking at specific flight times,assertive
6789,the fares are looking a little more sold out than than what i was quoting you,assertive
6790,the best one for farewise would be a America West flight at 2:10 p m,assertive
6791,out of San Jose at 2:10,assertive
6792,into Las Vegas at 3:20,assertive
6793,and how much is that one,interrogative
6794,would that just on a one way fare,interrogative
6796,and returning about what date,interrogative
6797,it would be on the the 5th,assertive
6798,the 5th of July,interrogative
6799,the 4th,assertive
6801,that evening,assertive
6803,the very best fare i can get you is 138 dollars uh on... round trip,assertive
6804,and that is a non-refundable fare,assertive
6805,that's leaving on the 13th at 2:10  p m on America West,assertive
6806,returning on the 4th at 1:05 p m,assertive
6807,if i bring you back at 4:35 p m on America West,assertive
6808,i can get you uh a still a non-refundable fare,assertive
6809,but it would be 153 dollars round trip,assertive
6810,the 138's good,assertive
6811,138 at 1:05 p m,interrogative
6812,do you want uh me to make those reservations for you,interrogative
6813,we have you on Amer... confirmed on America West flight 8 0 8,assertive
6814,and this is  on the 13th of June out of San Jose at 2:10 p m,assertive
6815,into Las Vegas at 3:20 p m,assertive
6816,3:20,assertive
6817,returning on the 4th of July,assertive
6818,on America West flight 8 8 5,assertive
6819,8 8 5,assertive
6820,leaving Las Vegas at 1:05 p m,assertive
6821,and getting back into San Jose at 2:20 p m,assertive
6822,the fare on this is 138 dollars,assertive
6823,it you do have y... you have to ticket this in order for this reservation to remain intact  by the end of tomorrow,assertive
6824,i can do it right now actually uh,assertive
6833,i i'm with WWW,assertive
6834,and um i've i've made a couple of bookings um with Holiday Inn on the on the on the free phone line,assertive
6835,i just wondered,assertive
6836,they said to me you know we're government contractor,assertive
6837,and you made the reservation for me for for the last week,assertive
6838,at at the Palo Alto Holiday Inn,assertive
6839,what what signal do i have to give the Holiday Inn people to what proof that i'm you know that i'm with WWW and i'm i'm a gov government on this government thing,interrogative
6840,they said bring some sort of government number,assertive
6841,i think as long as you've got your WWW id,assertive
6842,that's enough,assertive
6843,you think that's that's all it takes,imperative
6844,that is that should be all it takes,assertive
6845,because they are uh they honor it for all WWW employees normally,assertive
6846,a lot of people ask us for government rates at specific hotels or airlines or   what have you,assertive
6847,and you have to have some type of government badge or government id,assertive
6848,but with Holiday Inns,assertive
6849,WWW's got a negotiated rate,assertive
6850,all you really need to show   is your WWW badge,assertive
6852,i you know i got a confirmation number from them,assertive
6853,i i i live in London England,assertive
6854,in the in the in the WWW office there,assertive
6855,i'd quite like to get something in in writing,assertive
6856,how do we do that,interrogative
6857,if it's you made it directly with them,assertive
6858,if i gave you the confirmation number,assertive
6859,could you could you just uh get sort of a i mean type out a,interrogative
6860,i could print up an order for them,assertive
6861,and then send me a copy,assertive
6862,i could,assertive
6863,what i could do is s... sell it as a book direct segment,assertive
6864,and i could print out an itinerary for you,assertive
6865,and that would have the the address and phone number and all that kind of stuff about the hotel plus the confirmation number,assertive
6866,i i'd appreciate that,assertive
6867,and what's um what's the confirmation number first of all,interrogative
6869,and um that was the Holiday Inn in Palo Alto,interrogative
6870,it was the Holiday Inn in Boston,assertive
6872,little bit far away there,assertive
6873,that's the Boston Government Center it's called,assertive
6876,got that listing and,assertive
6877,i'll send that address in,imperative
6878,that's the one on Blossom Street,assertive
6879,5 Blossom,assertive
6880,and what is your last name,interrogative
6881,CCC,assertive
6882,first name DDD,assertive
6883,and do you want to know the the days of the booking,interrogative
6884,or don't you need that,interrogative
6885,i would need to know the date you're checking in and the date you're checking out,assertive
6886,i'm checking in on the 31st of July late,assertive
6887,and checking out 1st of August,assertive
6888,1st of August,assertive
6889,and it's uh it's a room with 3 beds actually,assertive
6890,one child,assertive
6892,they told me 86 dollars plus tax,assertive
6893,86 plus tax,assertive
6894,and and then there's some some more coming up,assertive
6895,on the 7th and 8th of August,assertive
6896,nights of 7th and 8th of August in New York,assertive
6897,and it's the North Burigan New Jersey Hotel,assertive
6898,and is that a a Holiday Inn also,interrogative
6899,they call it North Burigan,assertive
6900,address on that one,assertive
6901,North,assertive
6902,that was,assertive
6903,i think it's called the Holiday Inn Lincoln Tunnel if i'm not mistaken,assertive
6904,in North Burigan,assertive
6905,and that's on um Canal Avenue,assertive
6906,i'm just jotting this down for further reference,imperative
6907,and that was for checking in on the 7th,imperative
6908,but checking out on the 10th,imperative
6909,morning of the 10th,imperative
6911,so just for the 1 night,interrogative
6912,it's for 2 nights,assertive
6913,for 2 nights,interrogative
6914,i'm  i'm,assertive
6916,8th and 9th,assertive
6917,checking in on the 7th,assertive
6918,and staying the night of the 8th,assertive
6919,and checking out on the 9th,assertive
6920,and that was 77 dollars plus tax,assertive
6921,and there i only need a double room,assertive
6922,and did you already make that reservation,interrogative
6923,i made that,assertive
6924,and the confirmation number for that,interrogative
6925,it's the same number   as i gave you before,assertive
6927,and what are you doing,interrogative
6928,are you actually checking that again,interrogative
6929,are you just sending me,interrogative
6930,i was just going to send you an itinerary with the   the um the addresses and confirmation numbers all printed out on each segment,assertive
6931,and then what about at WWW,interrogative
6932,whose extension should i have them call to um come pick up the itinerary,interrogative
6934,do,assertive
6935,is is that what they normally do,interrogative
6936,normally we've got a an office over at WWW that we generate all our tickets and itineraries through,assertive
6937,and then the person our employee there will call call you and and just tell you that it's ready to come down and and pick it up,assertive
6939,cos i'm i'm only visiting here um,assertive
6940,is there someone that we  you're visiting,interrogative
6941,i'll give you,imperative
6942,Mrs GG,assertive
6943,we'll um have them call her when the itinerary is all ready to be picked up,imperative
6944,i had an... one other question,assertive
6945,about Delta airline's flights,assertive
6946,can you just tell me,interrogative
6947,there's a flight on on a Tuesday in August,assertive
6949,Boston to Nantucket,assertive
6950,there's a 9:40 flight,assertive
6951,can you tell me when that arrives in uh and what the flight number is,interrogative
6953,9:40 a m,interrogative
6954,Delta flight 36  60,assertive
6955,Delta  36 68,assertive
6956,36 68,assertive
6957,68,assertive
6958,it leaves at 9:40 out of Boston,assertive
6959,arrival in Nantucket is at 10:17 a m,assertive
6960,10:17 a m,assertive
6961,and then there's the flight from Nantucket back to Boston on Friday,assertive
6962,leaving at 17:58,assertive
6963,if you could give me the same details about that flight number and uh,assertive
6964,that's Delta flight 38 17,assertive
6965,38 17,assertive
6966,leaving at 5:58,assertive
6967,arrival Boston 6:44,assertive
6968,18:44,interrogative
6976,Wolverhampton to Euston please,assertive
6980,how many people's travelling,interrogative
6982,and what date you travelling out,interrogative
6983,it's the erm the 6th of October,assertive
6984,and hopefully the business class please,assertive
6985,the Business Advance,assertive
6986,i'm just going to check that cos the fares are actually off change,imperative
6987,and they've changed some of the ticket names,assertive
6988,so  i'm just double checking  that there's still a business class available,imperative
6989,but it's a different name,assertive
6990,if you'd just like to hold the line a moment please,assertive
6992,what time do you like to depart on  Tuesday,interrogative
6993,it's  it's the 9:19 at Wolverhampton please,assertive
6994,the 9:19,interrogative
6995,and it's just for one,interrogative
6996,it's just for one,assertive
6997,do you want to book the return or leave this return journey open,interrogative
6998,can i leave it open please,interrogative
6999,you can,assertive
7001,the 9:19 for Wolverhampton arrives in Euston 11:20,assertive
7003,i'm just going to book your seat,imperative
7004,that will also include your zone 7 on underground and your complimentary car parking voucher as well,assertive
7005,is that got the the tea and coffee as well,interrogative
7008,it's em,assertive
7013,it's not for me,assertive
7014,i didn't,assertive
7015,91 pounds exactly,assertive
7017,that's gone up then,assertive
7018,have they had a price increase,interrogative
7019,cos it's normal 88,assertive
7020,they wen...,assertive
7021,the price... the price increased from 27th of September,assertive
7023,is 0 1 9 8 0,assertive
7024,9 1 5  8 9 0,assertive
7025,it's a full refund less 5 pounds if you have to cancel this ticket,assertive
7026,and if you miss a service that i have booked you on,assertive
7027,you are able to get the next available one,assertive
7029,it's   9  0,assertive
7031,79  Avenue,assertive
7032,Coxhoe,assertive
7033,Wolverhampton,assertive
7038,and the Visa number please,assertive
7039,it's 1 1 double 9,assertive
7040,1 1 double 9,assertive
7041,5 0 double 5,assertive
7043,0 800,assertive
7045,1 1 6 9,assertive
7048,it's 0 of 2000,assertive
7049,91 pounds will be debited from that account,assertive
7050,and this is the reference number the ticket has been booked under,assertive
7051,5 1 1,assertive
7058,and the ticket will be posted out in the first class post to you,assertive
7062,thank you very much then,assertive
7065,i would like to get uh some fare information,imperative
7067,what what type of fare do you want to go or  know about,interrogative
7068,this is um a round trip from San Francisco to Stockholm,assertive
7069,and basically what i want to know is the what the business class and the first class fares are,imperative
7070,will there be any particular date that you're be looking into,interrogative
7071,it would probably be uh leaving on June 17th,assertive
7072,and flying back uh the following Saturday,assertive
7073,and what about any particular carrier that you're looking into,interrogative
7074,i have i have eh no preference,assertive
7075,we're basically,assertive
7076,the issue is that uh the client's asking us to travel on our own time on weekends,assertive
7077,to fly to Sweden and back,assertive
7079,and we're thinking about whether we should ask them to pay for first class travel,imperative
7080,we've got,assertive
7081,it depends on what eh if you want to look at like j... a coach fare on a round trip basis,assertive
7082,it's not,assertive
7083,we're not even considering coach,assertive
7085,you just want first class,imperative
7086,business class is a minimum,assertive
7087,we're going,assertive
7088,business round trip would be 3208,assertive
7089,and then first class round trip is gonna be 4892,assertive
7090,4892,interrogative
7091,and then i don't know if you even want to hear the coach round trip,interrogative
7092,is 3208 as well,assertive
7093,so its  the same for business or coach,assertive
7094,coach and business  class are the same,interrogative
7096,unrestricted coach that is,assertive
7097,that's interesting,assertive
7098,that's all i needed to know,assertive
7106,Wrexham,assertive
7109,and you say you're travelling from Wrexham,interrogative
7110,to Wrexham,assertive
7111,to Wrexham from,interrogative
7113,is that London Euston,interrogative
7114,is it Wrexham Central or General,interrogative
7115,i thought there was only one station there,assertive
7116,do they both go on the same,interrogative
7117,they're on the same route,assertive
7118,it's just that there's erm distance between  the stations,assertive
7119,depends on what part of Wrexham you're travelling to,assertive
7120,we'll try Wrexham Central,imperative
7121,we'll try that one first of all to see if that's going to suit your times,imperative
7127,and that's the 2nd,interrogative
7128,what time tomorrow would you like to depart,interrogative
7129,about 11:15,assertive
7130,the 11:15,assertive
7131,you arrive in Birmingham New Street for 12:50,assertive
7132,you depart Birmingham New Street at 13:18,assertive
7133,you arrive in Wrexham General at 14:55,assertive
7134,then if you want to get to Wrexham Central,assertive
7135,the next train departs at 15:26,assertive
7136,arriving at 15:29,assertive
7137,i suppose that's that's,assertive
7138,so really i could get off at Wrexham General,interrogative
7139,if that's going to be the best station for you,assertive
7141,i'm actually coming back by car,assertive
7142,so i don't need a  return,assertive
7143,so  you just need a single,imperative
7144,is it the same price to go on to Wrexham Central,interrogative
7145,cos em what i might do is just take it to Wrexham Central,assertive
7146,and then i'll find out tomorrow which one is the best station to get off,imperative
7147,because i've got somebody meeting me there,assertive
7148,it's the same price anyway,assertive
7149,the cheapest fare that's going to be available  is your Walk-on,assertive
7150,there's not any advance purchase tickets,assertive
7151,so you're talking about a Saver Single,assertive
7152,and  the Saver Single is 45 pounds 50,assertive
7153,do you want me to book that ticket for you,interrogative
7156,the only train that i'm able to book is in between Euston and Birmingham New Street,imperative
7157,it's departing tomorrow 11:15 from Euston,assertive
7160,sat nearer nearer to the an exit door i suppose would be the best one,assertive
7161,but i'm not really fussy,assertive
7162,never had the option before,assertive
7163,it's travelling tomorrow the 2nd of October from London Euston to Birmingham New Street,assertive
7164,departing 11:15,assertive
7165,arriving in Birmingham New Street 12:50,assertive
7166,then it's from Birmingham New Street 13:18,assertive
7167,you arrive in Wrexham General 14:55,assertive
7168,then there's a connecting service from Wrexham General 15:26 to arrive in Wrexham Central at 15:29,assertive
7172,and it's a full refund less 5 pounds if you have to cancel your journey,assertive
7173,and i'm going to arrange for you to collect your tickets tomorrow from London Euston,imperative
7174,if i ask you to be there for half an hour before departure time of the train,assertive
7175,and it's the booking office in Euston,assertive
7176,windows 6 to 9,assertive
7179,6 to 9,interrogative
7180,6 to 9,assertive
7181,6 7 8 9,assertive
7189,is 0 1 5 8,assertive
7190,8 1 5,assertive
7191,7 1 8 1,assertive
7194,i'm giving you this as a company card i'm giving you,assertive
7195,it's a company card in your name,interrogative
7196,it's in my dir... director's name,assertive
7197,but who's it that's travelling tomorrow,interrogative
7198,i am,assertive
7199,you need a letter of authorisation then from,assertive
7200,can i just get him on the phone,interrogative
7201,and i give you his him to give you the details then shall i,interrogative
7202,we've done this before over the over the phone with a company credit card,assertive
7204,it's just so long as you have the letter of authorisation giving you permission to use the company credit card on like off... official headed paper,assertive
7205,that's ok,assertive
7206,i can't actually take it with me,assertive
7207,i'm going to give you the details,imperative
7208,or do i have to do that o...,interrogative
7209,what i'm saying is you don't need to take the card,imperative
7210,but you need a letter of authorisation,assertive
7211,giving you permission to use the card,assertive
7212,and it must be on the company headed paper,assertive
7213,the postcode please,assertive
7215,5,assertive
7216,and the name of the company,interrogative
7217,Fizzwhizz Merchandising,assertive
7218,Fizz,assertive
7219,and what was the next word,interrogative
7220,Merchandising,assertive
7221,company,interrogative
7222,and the next line of the address,interrogative
7223,40 to 43,assertive
7225,and that's  8 5,assertive
7227,is the credit card got a specific name on the card,interrogative
7228,the credit card number please,assertive
7229,1 7 8 7,assertive
7231,7 7 8 8,assertive
7233,5 5 8 7,assertive
7235,1 7 7 8,assertive
7238,1 99,assertive
7239,45 pounds 50 will be debited from that account,assertive
7240,and this is your reference number to quote tomorrow at Euston station,assertive
7242,for     for   for,assertive
7243,the number 8,assertive
7245,the number 7,assertive
7246,and you just collect your tickets half an hour before departure time tomorrow,assertive
7247,remember,assertive
7248,and take your letter of authorisation with you,assertive
7249,and the ticket will be waiting there at the train station,assertive
7252,thank you for calling then,assertive
7256,Agency Services,assertive
7257,this is A  speaking,assertive
7260,this is B  at American Express,assertive
7263,could you pull up a reservation for me please,interrogative
7264,it's flight 9 2 7 on the 26th of July Dallas to Denver,assertive
7265,and the last name is C,assertive
7266,which is this D,interrogative
7268,i want to see if i can get seats for him on those flights,imperative
7269,non-smoking aisles if possible,assertive
7279,a single ticket from Birmingham International  to London Euston on Sunday,assertive
7280,do you hold a current debit card or credit  card,interrogative
7281,and is it Sunday the 4th  of  October,interrogative
7284,sort of late afternoon,assertive
7286,the cheapest fare is the Virgin Value Single at 7 pounds,assertive
7287,but the only train that is available is the 7:56 in the morning,assertive
7288,arriving at 9:49,assertive
7289,that's too early,assertive
7290,if you needed to travel later on in the afternoon,assertive
7291,it'll be the cheap Day Single at 20 pounds 40,assertive
7294,then it's going to be 20 pounds 40,assertive
7295,what about Monday morning  early,interrogative
7296,the first train available is 10 fi... 25 in the morning,assertive
7297,arriving 11:50,assertive
7298,can you,interrogative
7299,that might do for me,assertive
7300,can you just let me  find out,interrogative
7301,that that 10  25 gets me in at what time,interrogative
7302,11:50,assertive
7304,and that's for Monday the 5th now,interrogative
7305,and that's seven pounds for your Virgin Value Single,assertive
7306,and that's Monday the 5th of October,assertive
7307,departing at 10:25 from Birmingham International,assertive
7308,arriving  11:50 in Euston,assertive
7312,forward facing preferably,assertive
7313,i've booked that for you,assertive
7314,the date time and seat number will be printed on the ticket for you,assertive
7316,i must what,interrogative
7317,stick to the date and  time that you book,assertive
7318,i'm going to arrange for you to collect your ticket from the train station,imperative
7319,if you be there for quarter of an hour before departure time of the train,assertive
7325,0 2 6 5 0,assertive
7326,5 double 5  0 4 0,assertive
7331,50  Avenue,assertive
7333,it's a  debit card i'm holding,assertive
7334,debit,assertive
7335,and the long number across the centre of the card,interrogative
7336,it's 0 5 6 5,assertive
7337,0 5 6 5,assertive
7338,2 6 5 0,assertive
7340,0 6 5 6,assertive
7342,5 double 0 5,assertive
7344,is that a Delta card,interrogative
7347,it's erm April 01,assertive
7348,Apr-01,assertive
7349,7 pounds will be debited from that account,assertive
7350,and this is your reference number to quote at the train station,assertive
7351,it's the number 5,assertive
7352,treble  as in,assertive
7355,you just collect your tickets 50 minutes before departure time on Monday,assertive
7365,i'm interested in purchasing a ticket,assertive
7366,a Super Saver Value,assertive
7367,leaving Birmingham New Street on Saturday and returning on the Sunday from London Euston,assertive
7368,do you want to book your ticket just now or are you just wanting information,interrogative
7369,i want to book the ticket,imperative
7371,it's for one person,assertive
7375,what time,interrogative
7376,is it Saturday the 3rd  of October you're  travelling,interrogative
7377,what time do you like to depart from  Birmingham New Street,interrogative
7379,for the Virgin Value fare at 14 pounds return,assertive
7380,the first train that you're ab...  a... able to use is on the 10:45 from Birmingham New Street,assertive
7381,arriving in Euston at 12:32,assertive
7383,is there anything earlier or not at all,interrogative
7384,the earlier trains are all booked up now,assertive
7385,so that's the erm,assertive
7386,what is it again,interrogative
7387,the 9,assertive
7388,it's the 10:45,assertive
7389,10:45,assertive
7390,oh my god,exclamatory
7391,so that's gonna have to do,assertive
7392,there's a 7:15 in the morning,assertive
7393,or is that going to be too early,interrogative
7394,i'll get on the 7:15,imperative
7395,i'd rather get on the 7:15,assertive
7396,7:15,assertive
7397,arriving at 9:05,assertive
7398,and what time on the Sunday,interrogative
7399,something like 6:15,assertive
7400,and that's Sunday the 4th of October,interrogative
7401,it's either the 22:45 train in the evening   available,assertive
7402,i'm just checking early morning,assertive
7403,it's 10:35 in the morning  for returning,assertive
7404,those are the only two available,assertive
7405,what's the one in the night,interrogative
7406,22:45,assertive
7407,quarter to 11 in the evening,assertive
7408,and that's going to get into Birmingham at,interrogative
7409,just check that,assertive
7410,it's going to get into London 60 minutes past 12 in the evening,assertive
7411,get into Birmingham,assertive
7414,at 12 midnight  basically,assertive
7415,what was that mor... morning one again,interrogative
7416,10:45,interrogative
7417,10:35,assertive
7419,i suppose i'm going to have to cope with that,imperative
7420,the 10:35,imperative
7421,and that's going to be 14 pounds return,assertive
7423,you must stick to the dates and the times that i'm going to book for you,imperative
7425,as long as you cancel by 6 o'clock day before travel,assertive
7427,if you did want to change any of the times of the travel,assertive
7436,can we just confirm the time,interrogative
7437,i'm leaving 7:15 a m from Birmingham New Street and leaving London Euston at 10:35 a m on Sunday,interrogative
7441,0 1 4 0,assertive
7442,6 3 1 0 6 6 6,assertive
7444,6 3,assertive
7446,for  Road,assertive
7451,facing towards the journey,assertive
7452,on Saturday 3rd of October from Birmingham New Street to London Euston,assertive
7453,departing at 7:15,assertive
7455,seat number 22,assertive
7457,then you returning on Sunday 4th of October,assertive
7458,departing 10:35,assertive
7459,i'm just booking your seat again,assertive
7460,and it's going to be coach  for,assertive
7461,seat number 27,assertive
7462,and that's forward facing non-smoking,assertive
7463,due to emergency engineering works on Sunday,assertive
7464,this service that you're actually booked on is going to be diverted between Birmingham and Wolverhampton,assertive
7465,so once you get off at Birmingham,assertive
7466,it could be ok,assertive
7467,but the journey might be rerouted,assertive
7468,which might extend the journey by 40 minutes,assertive
7469,but it's supposed to be starting  from Birmingham,assertive
7470,i don't know if it's going to be  like diverted before you get into the train station or  the station before that having to go around,assertive
7471,that it  it says here it's going to put an extra 40 minutes on if it is  going to be,assertive
7473,what type of credit card,interrogative
7476,3 1 6 1,assertive
7478,5 3 6,assertive
7480,3 6 0,assertive
7482,4 3 2,assertive
7485,ni... em 6 99,assertive
7487,and you need to quote this reference number,assertive
7488,it's 2 1 2 0,assertive
7489,2 1 2 0,assertive
7490,0 0 6 6,assertive
7493,and the total cost is 14 pounds return,assertive
7494,14 pounds,assertive
7500,8:35 p m,interrogative
7501,he's returning on the 13th of June on United flight 1 1 1 8,assertive
7502,leaving Los Angeles at 4 p m,assertive
7503,and arriving into San Francisco at 5:13 p m,assertive
7504,and the fare is 234 dollars and 64 cents,assertive
7505,almost finished here,assertive
7506,you said you had a second reservation,interrogative
7507,ar... are we done with um B,interrogative
7508,we are,assertive
7509,the second reservation is for D E,assertive
7510,last name is E as in the month E,assertive
7512,he wants to go San Francisco to Phoenix on Monday June 17th,assertive
7513,Southwest 6 7 8,assertive
7514,out of San Francisco at 4:10 p m,assertive
7515,into Phoenix at eh 5:55,assertive
7516,and returning or continuing on what date,interrogative
7517,returning on Tuesday June 20th on United 1 4 3 6,assertive
7518,out of Phoenix at 6:35 p m,assertive
7519,and into San Francisco at 8:33,assertive
7520,we've requested Southwestern flight 6 7 8,assertive
7521,that uh leaves on the 19th of June,assertive
7523,arriving into Phoenix at 5:55 p m,assertive
7524,and as i say request,assertive
7525,because they're not in our system,assertive
7526,we will actually phone and have to confirm this reservation with  Southwestern,assertive
7527,and then returning on the 20th w...,assertive
7528,he's on United flight 4 3 6 leaving Phoenix at 6:35 p m,assertive
7529,and arriving back into San Francisco at 8:33 p m,assertive
7530,and the fare on this is 162 dollars,assertive
7531,162,interrogative
7541,Physical Sciences Business Office at uh WWW,assertive
7542,and uh what can i help you with,interrogative
7543,i need to know uh business class round trip uh fare for uh San Francisco to uh Baron Switzerland,assertive
7544,is this for a proposal,interrogative
7545,i'm checking a couple different carriers just to compare them before i give you the fare on this,imperative
